transaction_cost,strategy,cumulative_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,mean_turnover,total_turnover,algo
0.0005,bc_seed123,2.31009850099497,0.2215960280441447,0.17498606599419464,1.029557539087918,1.2795248627404874,-0.22015830198174466,1.0065304194729812,-0.016266141190238812,-0.02572421425113333,0.042759234345657364,64.43816615890564,bc
0.0005,bc_seed456,2.16798126579786,0.2126645660507469,0.17660897337951295,0.9785463099109835,1.1807348579260792,-0.25545662909660277,0.8324879522712494,-0.01648405163651811,-0.02646731357388035,0.04156568932826751,62.63949381769915,bc
0.0005,bc_seed789,2.579122564439894,0.23766274877820437,0.1726151712804893,1.1193959345769544,1.4086252902900047,-0.22973247492171434,1.0345196031131099,-0.01649604167880665,-0.02556031415727092,0.04337490665194229,65.36598432447703,bc
0.0005,bc_seed1011,2.375951386100765,0.22562672024328512,0.17163359772597497,1.068860199647576,1.2798712584013883,-0.27777327907358873,0.8122693478500905,-0.015593156734159673,-0.025699679824344904,0.04397416482674868,66.26906639391026,bc
0.001,buy_and_hold,2.569309250683412,0.23709464838453043,0.17235124233620225,1.118446274760423,1.3787344508904336,-0.23290510666551945,1.017988191753252,-0.015875878695959682,-0.02566829108051967,6.634448207207596e-16,9.998113448261847e-13,buy_and_hold
0.001,equal_weight,2.569309250683412,0.23709464838453043,0.17235124233620225,1.118446274760423,1.3787344508904336,-0.23290510666551945,1.017988191753252,-0.015875878695959682,-0.02566829108051967,6.634448207207596e-16,9.998113448261847e-13,equal_weight
0.001,mean_variance,2.647101259248295,0.24156286190198073,0.17601835349416445,1.1156277434579294,1.3932591924219013,-0.23290510666551945,1.0371728871058843,-0.016653370706303648,-0.026081762327007273,0.0068065645363195905,10.257492756233622,mean_variance
0.001,min_variance,2.526580710925561,0.2346057944745985,0.17098592568612683,1.1155989804634414,1.3717137897287655,-0.23290510666551945,1.0073020632025964,-0.015727703581844502,-0.025477076363258154,0.00016377460625661177,0.24680833162871396,min_variance
0.001,risk_parity,0.033780971500338985,0.005570986541103107,0.08129497854169154,-0.17767978133160536,-0.1451163201696005,-0.23290510666551945,0.023919555139268512,-2.746804562783325e-05,-0.0072698909841679175,0.0014012349408248448,2.111661055823041,risk_parity
0.001,momentum,3.198661394773712,0.2711487460665367,0.2259801482755119,0.9731873254126739,1.3110689894902074,-0.3195966716146141,0.8484091673942764,-0.02233679609920163,-0.033556525402790326,0.15058299364853717,226.9285714283455,momentum
